"r"	"MSY"	"f"	"b"
"7078"	0.0534208291926188	1359.98643082456	2.0964129254006	0.647970908089357
"7115"	0.0298018870234955	1331.77213606074	1.72830137515576	0.802633924889987
"7149"	0.015387259478448	1236.85180844108	1.19607378986536	1.2487953408847
"7256"	0.0281149136595195	1634.39680286691	0.999400426730693	1.1310189385654
"7287"	0.0315710249048425	1664.53911808089	1.01241151907231	1.09626570474883
"7312"	0.0203612941346364	1412.5297970219	1.25529229071984	1.04189614739808
"7332"	0.0592795004707295	1589.21501108435	1.24968734229728	0.930214022850121
"7358"	0.0628453644242836	1736.12389081566	0.879802290655627	1.20948673581921
"7409"	0.125363676451379	2001.000671007	3.64091095065783	0.253576860366209
"7637"	0.0207853812089888	1494.69482872949	1.14463245312199	1.07981243564146
"7642"	0.0616375976399286	1403.22763356955	2.5430735232186	0.517702028668028
"7674"	0.0266504209209234	1242.85644255406	1.91888338743587	0.774635437358932
"7678"	0.0296644577843836	1427.44718982973	1.11828835101719	1.15731894060937
"7739"	0.00963658292486798	756.196444635476	2.45444615663053	0.995356762039803
"7774"	0.0129061658587307	724.332410952893	6.82463637883297	0.373722698753091
"7808"	0.0448671263741562	1509.04815106853	1.4695490061329	0.833066634637717
"7823"	0.105843502582284	1894.08145524874	1.19164899729002	0.818502307083445
"7827"	0.0349217140045948	1296.85553973565	1.81494461601857	0.784895670205246
"7853"	0.0143249211134389	749.532059610486	6.05154460916986	0.407296294609554
"7914"	0.0107619374594651	864.525180580468	2.15020495813675	0.99382382867945
"7924"	0.0936756214255001	1902.43898642317	0.995267016486169	0.975700579213195
"7994"	0.0193997275305446	861.397640896332	13.0005439112237	0.164968760450641
"8053"	0.0263784081669292	1199.19501389875	2.04186259397231	0.754484955820412
"8059"	0.0467606044770218	1518.86174404965	1.03379620693078	1.17655906368671
"8163"	0.034575778459548	1439.54667165205	1.20441432669595	1.06552893848936
"8211"	0.100393035672605	1896.83702715736	1.17053677374408	0.832054609611848
"8281"	0.00993340677756351	619.598783147394	4.87576486384687	0.611524135273544
"8320"	0.0162154872802785	795.421788589069	2.61090094639391	0.889567756243671
"8341"	0.0140443167305784	518.886704129654	5.89313063633287	0.604154897995726
"8345"	0.0435262730147224	1557.99774246817	0.990262891152534	1.1974284790293
"8377"	0.0459651949064573	1471.90310427418	1.35555182584843	0.925915947434921
"8399"	0.015949987830827	726.276758310395	2.87365908951228	0.885175775293274
"8474"	0.126070498960325	2112.91727356896	0.789491573432212	1.10748261931988
"8562"	0.0317208433564519	1081.29491367025	1.90083123864902	0.898833376964841
"8609"	0.032506509766099	1132.49678089358	2.01712199209527	0.808719232039879
"8614"	0.0111258300585905	770.609767811205	2.74370823283115	0.873764660683549
"8648"	0.0383067428239156	1300.81321772953	1.6836311795612	0.843538697239091
"8703"	0.0119305915699806	524.169121228457	32.2337460611734	0.109341417162193
"8803"	0.120351977137034	2078.35521281419	0.78800254693081	1.12802705352475
"8805"	0.02033992051729	1459.01670657913	1.02552882306847	1.23469240289833
"8822"	0.0152574148611166	732.426929594439	4.22330784318057	0.597241350580672
"8831"	0.0335970963654108	1386.39397235946	1.08141018363083	1.23222437430673
"8837"	0.0153269180579809	811.876248897421	2.70347837607889	0.841693890937792
"8914"	0.0305292491923319	1146.89570018453	2.21838791166902	0.726115148316485
"8962"	0.058991104013985	1468.96931746664	8.67983908278841	0.144891368123887
"8965"	0.0413547190243844	1503.08305921904	1.09272520245254	1.12479395076513
"9019"	0.0208773117070086	859.596585416127	2.69951423150185	0.796134801546768
"9186"	0.049246479694848	1326.96479651008	2.22554204222002	0.625563941581685
"9221"	0.0476225102262106	1517.19359612022	1.55088119495031	0.785140501055416
"9234"	0.141928543839022	2165.30220663804	0.848382779500291	1.00567243999792
"9278"	0.0383141129056457	1304.97422220459	1.9247498632244	0.735513555829225
"9477"	0.0660137181653408	1517.83794031248	1.71881125180031	0.708130530941631
"9524"	0.0460212830401724	1487.38327663162	1.29604511175858	0.958349452656855
"9538"	0.0329307652224088	1672.3922933625	0.916847098573736	1.20484682953375
"9541"	0.0143930006702431	602.453451389202	3.53642086335155	0.867120534405036
"9544"	0.0752833802020177	1512.60831804795	4.87756781374145	0.250401606724416
"9579"	0.00898646658402868	703.75753822728	2.24872363176702	1.16736795653665
"9599"	0.0531462544051465	1775.11824503111	0.870676906185334	1.19531563043645
"9648"	0.00783551557164174	273.81285227568	40.0240323585771	0.16857464022731
"9723"	0.0243605082447175	1198.62847486013	1.41332610287051	1.09053583485061
"9738"	0.0813026398076909	1988.79862471941	0.767777140826722	1.20987617075156
"9763"	0.0204762587312143	946.118108471203	2.04626326397959	0.954245343428815
"9835"	0.0115777203824837	462.739971919943	124.830615457403	0.0319822330877479
"9850"	0.0134655056538759	642.911904801264	3.82318128695064	0.75160654322382
"9904"	0.0149912517378107	825.179878421601	4.82905078141344	0.463613965681412
"9958"	0.0245440255617723	928.931192293741	2.26816687758989	0.876815788705913
"9998"	0.0351798060309375	1354.82757279261	1.26838603038341	1.0750568603397
"10044"	0.0239715396997053	983.859833560633	5.65806179100437	0.331868471440484
"10104"	0.0404430254618637	1721.72235043724	0.943884338994632	1.13680248472805
"10112"	0.0388216256332817	1458.88912986046	1.6987777319509	0.745432054207585
"10188"	0.0197611358907307	1405.4003925735	1.1886211370719	1.10591918541309
"10192"	0.0142826527473517	1153.24919221502	1.34537688886621	1.19069297035548
"10212"	0.0116808524297085	756.48148087264	2.14718501375338	1.13736312505386
"10241"	0.0520350441278424	1334.23276470955	2.49514248823388	0.554932242432458
"10244"	0.00959958868275862	600.628827097686	3.16229191929344	0.972654904882146
"10256"	0.0571799997822382	1541.0416561785	1.37924228975186	0.869184490989184
"10287"	0.036493731070077	1093.7041540816	7.68693866804757	0.219742283932562
"10332"	0.0234426979569253	1055.64110573127	1.62444438877921	1.07732259993733
"10380"	0.0515069991740165	1434.00939112586	1.59924431752004	0.805564093310299
"10423"	0.116709783602273	1919.55103586275	7.87166123133807	0.122264634259918
"10515"	0.0148420404293574	896.557860511059	2.33322374327101	0.883145381216251
"10588"	0.0157167518511415	1094.42193009784	2.12900008637382	0.792878142681597
"10666"	0.0219426379009383	1273.406155163	1.42009372470147	1.0216048797198
"10710"	0.0154626482643653	901.520348456961	2.14234411520401	0.956537822375111
"10759"	0.0215163997211494	797.339450020583	7.68322509561844	0.301564421725559
"10761"	0.0123848193604499	467.652497401453	9.43777487812227	0.418575726803719
"10783"	0.0269732810498681	1042.03507309331	2.59973418279974	0.681954862512227
"10828"	0.117669998655911	2083.83427455791	0.796416085230205	1.11317568595929
"10837"	0.0227641316346126	831.269362410896	12.8190563792495	0.173368056181576
"10891"	0.0243691147409845	976.110452880109	3.32188295216108	0.569749066591982
"10892"	0.0668038083182182	1558.60686109007	1.53774135880213	0.770809454287558
"10919"	0.0370481713651679	936.599247771985	25.3485627465264	0.0778143630803077
"10931"	0.0270728219283046	1144.77937813379	1.6703337345841	0.96614400163057
"10941"	0.021072423349251	1716.44421402807	0.882761691345557	1.21925274102696
"10992"	0.0147017767030047	1199.20969849231	1.28495299986484	1.19890435270982
"11073"	0.0154436963045737	866.180034691687	2.08499059982576	1.02295055274093
"11125"	0.0191695111891022	902.63255998582	3.68547589616081	0.555344328720282
"11140"	0.0857585500425193	1757.3741298332	1.31161509065989	0.801486622643574
"11151"	0.0220074063492939	1204.87106523911	1.32208292621063	1.15975870265527
"11249"	0.120839584316709	1926.79694402258	5.56919469782621	0.172162500560391
"11268"	0.0691152987792157	1632.09389023282	1.48297451561478	0.763287385121047
"11281"	0.0813781089812983	1839.05713531656	0.956837945797951	1.04986461832288
"11343"	0.0494100861047627	1715.50668170712	0.899651198100427	1.19701704648645
"11395"	0.0335565960098756	1171.81168453867	2.38814241120481	0.660159483023367
"11541"	0.0740519502206007	1553.2293733661	7.45517821540726	0.159541358986583
"11553"	0.00906613873725291	507.629678327375	3.09395330655639	1.17626764601861
"11745"	0.0318995967088267	890.949171736759	23.4789692744814	0.0883150981267855
"11798"	0.0108099294290878	870.328736678685	1.90278678131788	1.1155613589
"11936"	0.0390673543786397	1552.075254526	1.22038475403348	0.975342982168521
"11992"	0.109155341262231	1910.26782698814	1.43107454964879	0.675787870014254
"12014"	0.0177840329805622	886.828587081566	3.31091591398876	0.629186037137383
"12047"	0.0461124189966358	1228.53526352258	18.8578147882006	0.0797421459576814
"12173"	0.0129968454205664	568.27514127568	12.3606814968479	0.263006109601046
"12177"	0.102932589122211	1860.44121067052	1.20764649076683	0.822263735750934
"12181"	0.0576799873576965	1419.12500543543	2.10193915571348	0.619335706041662
"12182"	0.0284467689116718	873.416056695443	7.46414038811937	0.283377876076258
"12229"	0.0361541127873352	1149.50711663178	2.05829139158318	0.780815434839355
"12284"	0.0288168271601899	1116.15507429862	1.87766509044094	0.881503907557391
"12327"	0.0188772414287087	1417.72896433499	1.04990055683324	1.24115360643554
"12329"	0.0308166358759627	1141.54793905785	1.58399039951272	1.02169251660924
"12339"	0.00925300830742344	584.412810953998	7.08963645290731	0.445885365446037
"12346"	0.0325745659845416	1436.01092345904	1.21457809626362	1.05921402704918
"12388"	0.00921585242555011	359.322403997029	15.6890759151998	0.327706647190698
"12455"	0.0437901130202226	1148.01928649825	3.33405229303925	0.482664458535976
"12491"	0.0397667343704961	1107.55999285516	5.51007823110943	0.302720538294447
"12573"	0.028832383301924	968.253521174542	3.95236601242621	0.482748208422941
"12589"	0.029774589438457	1442.49539507136	1.04872502088548	1.22121139113083
"12627"	0.0480445618496742	1131.55699207808	14.9389105277498	0.109287767145641
"12663"	0.0411542307422496	1515.20480255746	1.01457773043474	1.2017392559541
"12670"	0.0122106991050532	731.034365887588	2.36627370633823	1.06798250937309
"12733"	0.0250948217877885	1142.09435908222	1.39753139608269	1.15745296547984
"12734"	0.0689627782639582	1733.65498429813	1.24159202633164	0.858272750785752
"12789"	0.0277975409844657	1557.16536547811	1.00783043434325	1.17718496643155
"12961"	0.138176661041798	2177.77637192319	0.709770724008532	1.1951861399787
"13003"	0.0795810058648931	1814.74666767046	0.920056388714567	1.10646188675953
"13010"	0.148576919409097	2219.12476701329	0.690913642949472	1.2049289050513
"13011"	0.010636533354409	558.167634259734	3.66861730729476	0.902193826794653
"13026"	0.0111132553493371	628.860689174281	11.8142582207413	0.248660043650438
"13134"	0.0303414708090713	1130.00689108788	1.95264003269872	0.837266337998956
"13165"	0.0132242296950426	494.749860087367	10.8039652162951	0.345619354208603
"13185"	0.0467511636775453	1762.60942375879	0.895932300917522	1.16986468110425
"13199"	0.0197557815519394	1572.17084357086	0.997042950973725	1.17856436715263
"13219"	0.0360397600015858	1110.57152550631	3.74487155217971	0.444205008923621
"13226"	0.024253445325885	1064.51800773503	1.92133182289643	0.903257389567724
"13258"	0.0801308421063004	1664.9627812481	1.85827669737113	0.597106778102416
"13282"	0.0186644339491613	1507.3244456964	1.01247155993398	1.21053496010761
"13412"	0.0576660100993467	1626.1244845771	1.08432787714296	1.04773752711374
"13420"	0.00980782184342388	597.862937628443	2.64972172259538	1.16617845569713
"13443"	0.100607687055599	1771.89380365814	2.45180301281585	0.425249339710378
"13466"	0.0480227520642802	1433.46575703434	1.2878773988635	1.00070268969537
"13498"	0.0178249937068904	1042.55769003354	2.10656044399501	0.841187655495605
"13654"	0.0199773110094247	812.752501917805	3.42463885953643	0.663733619821035
"13679"	0.0397957870003302	1804.76152985527	0.856203097671859	1.19555701481326
"13710"	0.0103884662780911	814.596361734879	2.19868663086976	1.03148070874926
"13815"	0.0402861890784698	1533.38519057574	1.02887834705819	1.17098577596094
"13851"	0.0735427953366889	1665.96434160757	1.60886198688019	0.689258958785358
"13887"	0.0139558430761099	720.600546106224	2.24949434115375	1.13969179019633
"13892"	0.0279852189263329	1474.1895335795	1.18413010855372	1.05831308141895
"13905"	0.0116431934764842	379.464749171679	69.5820641913894	0.0699677914852068
"13943"	0.0275686544110067	1188.70237544991	1.25466454842306	1.23870004775089
"14009"	0.0109237646218389	870.046435557085	3.03388106912906	0.699883778114311
"14065"	0.056305058953003	1351.15401078158	5.02770649310383	0.271951926969303
"14115"	0.0158083355583949	981.129087234253	2.04108528366024	0.922528111595146
"14157"	0.0432333093270427	1425.53055552759	1.3971481827714	0.927572599075225
"14196"	0.0148987312114332	1116.90515759419	1.40639055388101	1.17610114980689
"14199"	0.074016016231617	1726.69800338605	1.08833578127972	0.983077184895724
"14206"	0.0358157559862593	1299.93987609328	1.38287951897259	1.02768330431204
"14219"	0.040685237548314	1563.45141130134	1.01969141733049	1.1588140682507
"14222"	0.0138259227387607	1047.13897996857	2.039834201299	0.864903622231269
"14224"	0.0803321828437038	1646.73836179282	2.2765054436527	0.492803309582911
"14278"	0.0466326283116359	1445.11369765697	1.74176530720002	0.733964843972601
"14287"	0.022462112835492	1120.01262822497	1.90546544340322	0.865651159956316
"14371"	0.0670003882027231	1907.29416720697	0.800474120647886	1.21004615323313
"14401"	0.0228426783601753	1325.3114666411	1.5067316112368	0.925151924016231
"14430"	0.027336548526655	969.106228626335	19.146765746387	0.0995634880394909
"14480"	0.0147057710203808	840.514818211451	3.91069336718143	0.562040708459812
"14481"	0.00844186245754827	647.435834337534	2.67122276009075	1.06821844373707
"14603"	0.0344115725130541	927.832992494937	6.54360865958241	0.304284466064626
"14630"	0.0196147817163728	1610.74936639497	1.00827413919526	1.13752333442565
"14642"	0.0725324460247066	1704.04701272234	1.36383655871325	0.794919245358272
"14757"	0.0856816418428207	1597.4108714546	10.3702841071241	0.111521761710477
"14783"	0.0126438160508405	917.731600490948	1.90413241469836	1.05719251433281
"14876"	0.0484676778753055	1520.32032342853	1.18390092174596	1.02639954753775
"14896"	0.074333490903955	1588.96995544715	1.80178679873092	0.645279436717444
"14942"	0.0362721309059998	1429.68487110848	1.53154749344439	0.843715682044028
"14944"	0.0849814999831142	1735.64078525533	1.34987760022636	0.788519928877927
"15092"	0.0249637595994864	1612.07318846687	0.948144338222963	1.20866988301162
"15093"	0.0101622795208823	499.640475798541	6.43032701735264	0.575011113717336
"15184"	0.0201463077164954	1018.13346808614	2.42731555208237	0.747542621917335
"15190"	0.0349971275118878	1547.9921846185	1.16448420961839	1.02486000250183
"15215"	0.016384496607352	640.064275393467	5.72810250826792	0.503886290287243
"15270"	0.0566583006153815	1790.42056900049	0.946222396423995	1.09048232290914
"15276"	0.0189852306211833	1050.18262592393	1.54646777684335	1.13752567385569
"15307"	0.0667046609072713	1507.96505777678	4.08892292521815	0.299617177939153
"15345"	0.087045552120544	1868.63497666966	0.885425007289538	1.11658208213554
"15373"	0.0107325131446123	838.134330881732	1.96360905743228	1.12253077120425
"15408"	0.0239061998936813	1416.77752758595	1.25441941880767	1.03949518911478
"15451"	0.0186548360047163	825.217019232486	3.9743442213406	0.563291576037784
"15477"	0.0230851174338022	1268.93297990786	1.79009775107462	0.813301324975359
"15489"	0.0110568736708956	503.299544288251	8.43162421529872	0.435340560537602
"15559"	0.00847296229389031	528.73425905738	9.29442871511229	0.375929805192554
"15571"	0.0283649969974067	1736.53297135463	0.894288841726213	1.18961399885456
"15578"	0.0491001678752946	1565.32234648072	1.0643499141826	1.10886505437802
"15604"	0.00802206359105185	536.017080654377	3.5190752992661	0.979399150336468
"15630"	0.0340342472173506	1490.78059788944	1.29172101035952	0.959366294376753
"15764"	0.0320424421766074	1574.14871488518	1.02181539533133	1.14854683880554
"15769"	0.0409428399876924	1279.00753233232	2.17041262339864	0.665505276154734
